SMILES,frequency
[14*]c1nc2sc(C)c(C)c2c(=O)[nH]1,23
[13*]C1C[NH+](C)CCN1C,23
[15*]C1CC2C=CC1C2,23
[4*]CCC(C)O,23
[5*]NCC=O,23
[7*]=C(N)C=O,23
[16*]c1cn(C)c2ccccc12,23
[13*]C1CCCC[NH+]1C,23
[1*]C(=O)CCCCC,23
[4*]C(C)CC#N,23
[15*]C1CC(C)(C)OC1(C)C,23
[13*]C1NCCS1,23
[16*]c1cccc(C=O)c1,23
[14*]c1cnns1,23
[14*]c1ncnc2sccc12,23
[14*]c1cc(C)ccn1,23
[7*]=Cc1ccc(O)cc1,23
[9*]n1nc(C)nc1C,23
[15*]C1CC2CCC1O2,23
[14*]c1nnc(C)[nH]1,23
[5*]NC1CCc2c(O)cccc21,23
[9*]n1c(=O)[nH]c2ccccc2c1=O,23
[8*]CS(=O)(=O)C(C)C=O,23
[16*]c1ccc2c(c1)CCNC2,23
[14*]c1cnc2ccc(C)cn12,23
[16*]c1csc2nc[nH]c(=O)c12,23
[16*]c1cc(C)ccc1F,23
[4*]CCCC(C)C,23
[15*]C1COc2ccc(F)cc2C1,23
[5*]N1CC2CCC[NH+]2CC1C,22
[12*]S(=O)(=O)c1cccc(F)c1,22
[16*]c1ccc(C=NNC=O)cc1,22
[9*]n1cnc2ccsc2c1=O,22
[7*]=Cc1ccc(Cl)cc1,22
[14*]c1cnc(C)cn1,22
[16*]c1ccc2c(C)cc(=O)oc2c1,22
[16*]c1ccc2nccnc2c1,22
[16*]c1ccc(F)c(Br)c1,22
[5*][NH+]1CCC(O)C1,22
[13*]C1CSCCO1,22
[7*]=CC(=O)[O-],22
[5*]NC1CCCc2c1cnn2C,22
[14*]c1cn2ccsc2n1,22
[13*]C1CNCC(C)O1,22
[8*]CC#C,22
[8*]C(C=O)C(C)C,22
[15*]C1CCC([NH3+])CC1,22
[16*]c1ccsc1C,22
[1*]C(=O)CC(C)CC,22
[14*]c1cc(C)c(C)s1,22
[15*]C1CCC(C)NC1,22
[14*]c1nnc2cccnn12,22
[14*]c1ccc(Br)cn1,22
[4*]C(C)C(C)CO,22
[14*]c1nc2nc(C)cc(C)n2n1,22
[7*]=Cc1ccc2c(c1)OCO2,21
[7*]=C1CCSCC1,21
[15*]C1CCCC(C2CC2)C1,21
[1*]C(=O)CCC[NH3+],21
[16*]c1c(C)n(C)[nH]c1=O,21
[9*]n1c(=O)cc(C)n1C,21
[5*]NC1CCOc2ccccc21,21
[5*]N1CCOC(C#N)C1,21
[8*]CCC(N)=O,21
[14*]c1ncnc2c1cnn2C,21
[14*]c1n[nH]c2c1CCC2,21
[16*]c1ccc([N+](=O)[O-])c(C)c1,21
[10*]N1C(=O)CC(=O)NC1=O,21
[15*]C1CCc2ccccc2C1,21
[14*]c1cc2ccccc2s1,21
[16*]c1cc([SH](=O)=O)ccc1Cl,21
[5*]N1CC(C)C(C)C1,21
[14*]c1c[nH+]c[nH]1,21
[15*]C1CCSCC1,21
[16*]c1ccnc(Cl)c1,21
[15*]C1CCCC(O)C1,21
[5*]N1CCCCCCC1,21
[4*]C(C)(CC)C(=O)[O-],21
[16*]c1cc(C)nc2ccccc12,21
[14*]c1cc(=O)c2ccccc2o1,21
[15*]C1(C)CCCNC1,21
[9*]n1ncc2cccnc21,21
[15*]C1CC(C)CC(C)(C)C1,21
[8*]C(C)C[NH3+],21
[16*]c1ccc([N+](=O)[O-])cc1C,21
[12*]S(=O)(=O)c1c[nH]cn1,21
[14*]c1ncncn1,21
[16*]c1ccc(C2=CCNCC2)cc1,21
[12*]S(=O)(=O)c1cc(C)ccc1C,21
[5*]N1CC[NH+]=C1N,21
[7*]=Cc1cn[nH]c1,20
[7*]=Cc1cccc(F)c1,20
[14*]c1ncc2ccccn12,20
[14*]c1cc(C)n(C)n1,20
[5*]N1CC[NH+]2CCCC2C1,20
[7*]=C1C(=O)NC(=O)NC1=O,20
[13*]C1C[NH2+]CCO1,20
[9*]n1ncn(C)c1=O,20
[1*]C(=O)CCl,20
[5*][NH+]1CCC(O)CC1,20
[10*]N1CC(=O)NCC1=O,20
[15*]C1CC(C)CC(C)C1,20
[8*]CS,20
[15*]C1CC1(Cl)Cl,20
[16*]c1ccc(F)cc1Br,20
[16*]c1c(C)nc[nH]c1=O,20
[16*]c1cc(F)ccc1Br,20
[16*]c1ccc2c(c1)C1C=CCC1CN2,20
[16*]c1csc(C)c1C,20
[5*][NH2+]C1CCc2ccccc21,20
[16*]c1ccc(N)c(C)c1,20
[14*]c1nc2cccnc2[nH]1,20
[16*]c1cncc2ccccc12,20
[14*]c1sccc1C#N,20
[1*]C(=O)CS(C)(=O)=O,20
[13*]C1CCC2CCCCC2[NH2+]1,20
[8*]C(C)CO,20
[12*]S(=O)(=O)c1ccc(C)c(C)c1,20
[7*]=Cc1ccc(C#N)cc1,20
[15*]C1CCCSC1C,20
[4*]CC(=O)NNC(C)=O,20
[15*]C1CC1[N+](=O)[O-],20
[15*]C1CCCC(S(=O)CC)C1,19
[8*]C([NH3+])CC,19
[16*]c1ccc([N+](=O)[O-])cc1Cl,19
[14*]c1occc1Br,19
[14*]c1nc2ccsc2c(=O)[nH]1,19
[14*]c1ccn2nccc2n1,19
[14*]c1ccc(N)cn1,19
[5*]NC1CCCn2c(C)nnc21,19
[14*]c1nc(C)c(C)o1,19
[9*]n1nccn1,19
[4*]CC(C)(C)C[NH3+],19
[15*]C1CCCCNC1=O,19
[16*]c1ccc(C)cc1[N+](=O)[O-],19
[15*]C1CCC(C)(C)C1,19
[9*]n1nnnc1C,19
[15*]C1CCCC(C#N)C1,19
[4*]C1CCCC(C)C1,19
[16*]c1ccc2c(c1)n(C)c(=O)n2C,19
[7*]=Cc1ccc(C)o1,19
[12*]S(=O)(=O)c1ccc([N+](=O)[O-])cc1,19
[10*]N1CCNCCC1=O,19
[14*]c1ncn2ccccc12,19
[8*]CC([NH3+])CC,19
[15*]C1CCOC2(CCCCC2)C1,19
[15*]C1CNCC1C,19
[5*]N1CCc2cc(F)ccc2C1,19
[12*]S(=O)(=O)c1cccc(Cl)c1,19
[14*]c1cc(C)c(Br)s1,19
[16*]c1cccc(C#C)c1,19
[4*]C(CC)C(=O)[O-],19
[14*]c1ccc([N+](=O)[O-])o1,19
[9*]n1cc(Cl)cn1,19
[10*]N1CSCC1=O,19
[8*]CS(=O)(=O)CC=O,19
[8*]CBr,19
[4*]CC1CSc2ccccc21,19
[9*]n1cc(C)c2ccccc21,19
[15*]C1CC12CCc1ccccc12,19
[5*]N1c2ccccc2NC(=O)CC1C,18
[12*]S(=O)(=O)c1c(C)noc1C,18
[16*]c1cnccc1C,18
[16*]c1ccc(O)cc1O,18
[5*]N1CCn2cnnc2C1,18
[14*]c1ncnc2sc(C)c(C)c12,18
[10*]N1C(=O)C2CC=CCC2C1=O,18
[10*]N1C(=O)NC(C)(C)C1=O,18
[8*]CC(=O)NNC(C)=O,18
[16*]c1ccc(C)nc1C,18
[16*]c1cc([SH](=O)=O)ccc1F,18
[5*]N1CC[NH+]2CCCCC2C1,18
[5*]N1CC(C)CC([NH3+])C1,18
[8*]CNC,18
[1*]C(=O)C(F)(F)F,18
[4*]CC(C)CC=O,18
[13*]C1CCC(=O)O1,18
[4*]CCC1=c2ccccc2=[NH+]C1,18
[16*]c1cc(Br)ccc1O,18
[7*]=Cc1ccncc1,18
[13*]C1CC(O)C[NH2+]1,18
[12*]S(=O)(=O)c1ccc(Cl)s1,18
[4*]CC(C)CO,18
[15*]C1C2C=CC3(CNC(=O)C13)O2,18
[10*]N1CC23C=CC(CC2C1=O)O3,18
[10*]N1CCNC(=O)C1=O,18
[14*]c1n[nH]cc1Cl,18
[15*]C1CCC1(C)C,18
[9*]n1nc2ccccn2c1=O,18
[1*]C(=O)C(C)S(C)=O,18
[8*]CS(=O)C(C)C=O,18
[5*][NH2+]C1CCCc2ccccc21,18
[15*]C1C=CS(=O)(=O)C1,18
[5*]N1CC(C)OCC1C,18
[15*]C1CCC12CCCC2,18
[16*]c1ccc2[nH]ncc2c1,18
[16*]c1cccc(C)c1N,18
[16*]c1ccc(Cl)cc1[N+](=O)[O-],18
[9*]n1c(N)cc(=O)[nH]c1=O,18
[14*]c1ncnc2sc(C)cc12,18
[5*][NH+]1CCC(C)(C)C1,18
[1*]C(=O)CCC(C)O,18
[9*]n1cc([N+](=O)[O-])cn1,18
[4*]C(C#N)CC,18
[9*]n1cnc2cccnc21,18
[13*]C1CNc2ccccc2O1,18
[4*]CC(C)(C)CC(C)O,18
[5*]N1CCCC(C)C1C,18
[15*]C1(C)CC1,18
[13*]C1[NH2+]CCNC1=O,18
[14*]c1cc2c(s1)CCC2,18
[4*]CC(CC)CC,18
[13*]C1CNC(C)CO1,18
[7*]=Cc1ccc([N+](=O)[O-])cc1,18
[16*]c1cccc2c1OCO2,18
[14*]c1ncccc1[N+](=O)[O-],17
[4*]C(C[NH3+])CC=O,17
[14*]c1ncc(Cl)cn1,17
[15*]C1CCC(C)C(C)C1,17
[13*]C1CSC2(C)CCC(=O)N12,17
[14*]c1nc2c(C)cccc2s1,17
[15*]C1(C#N)CCCC1,17
[15*]C1CCC(=O)NC1=O,17
[7*]=Cc1ccccc1[N+](=O)[O-],17
[4*]C1CC1,17
[4*]C(C)CCCC,17
[10*]N1CCCNC1=O,17
[14*]c1cc(Br)cs1,17
[12*]S(=O)(=O)c1ccc2ccccc2c1,17
[5*]N1CCc2ncncc2C1,17
[16*]c1ccc(C)c(O)c1,17
[5*]N1CCc2cc([SH](=O)=O)ccc21,17
[12*]S(=O)(=O)c1ccc2c(c1)CCN2,17
[12*]S(=O)(=O)c1ccc2c(c1)OCCO2,17
[16*]c1cccc2ccc(C)nc12,17
[5*]N1CCc2[nH]ncc2C1,17
[4*]C1CCC1,17
[12*]S(=O)(=O)c1ccc(C)cc1C,17
[15*]C1CC(C)(C)[NH2+]C(C)(C)C1,17
[13*]C1CC(C(F)(F)F)n2nccc2N1,17
[14*]c1nc2c(F)cccc2s1,17
[16*]c1c(C)nn(C)c1Cl,17
[5*]N1CC2CCCC[NH+]2CC1C,17
[15*]C1(O)CCSC1,17
[12*]S(=O)(=O)c1cn[nH]c1,17
[7*]=C1C(=O)NC(=O)N=C1[O-],17
[15*]C1(O)CCCCC1,17
[1*]C(=O)CCC(F)(F)F,17
[13*]C1OCC(O)C(O)C1O,17
[13*]C1CNCCN1,17
[16*]c1ccc(Cl)c([N+](=O)[O-])c1,17
[9*]n1cc(Br)cn1,17
[14*]c1ncc(Cl)cc1Cl,17
[15*]C1CCN(C)C1=O,17
[14*]c1cc(C)ns1,17
[16*]c1csnc1C,17
[16*]c1cscc1Br,17
[4*]CC#Cc1ccccc1,17
[14*]c1cccc[n+]1[O-],17
[16*]c1cc(C)cc2cccnc12,17
[16*]c1cccc(C=NNC=O)c1,16
[14*]c1ncncc1Cl,16
[5*]N1CCc2cc(C)ccc21,16
[15*]C1(C)CC1(Cl)Cl,16
[15*]C1CCC[NH2+]C1C,16
[4*]CCC(C)(C)O,16
[1*]C(=O)C(C)([NH3+])CC,16
[4*]CCCS(C)(=O)=O,16
[14*]c1cccc(Cl)n1,16
[16*]c1ccc2c(c1)NC(=O)CO2,16
[5*]N1CCC2(CCCNC2=O)C1,16
[10*]N1CCCC2(CCNC2)C1=O,16
[14*]c1cccc(=O)[nH]1,16
[4*]C(C)C#N,16
[5*][NH+]1CCc2sccc2C1,16
[4*]CC1COc2ccccc21,16
[16*]c1cccc2cc[nH]c12,16
[15*]C1CC[NH2+]C(C)C1,16
[16*]c1cnc2cc(C)nn2c1C,16
[5*]N1CCC2CCCCC21,16
[5*]N1CCC([N+]2=CCCC2)C1,16
[12*]S(=O)(=O)c1ccn(C)c1,16
[10*]N1C(=O)NC2(CCCCC2)C1=O,16
[10*]N1C(=O)c2ccccc2S1(=O)=O,16
[5*]N1CCOC(C)(C)C1,16
[13*]C1CCCS1,16
[14*]c1snnc1C,16
[7*]=C1C(=O)NC(=S)N=C1[O-],16
[5*]N1CCCC2CCCC21,16
[14*]c1ncc2ccccc2n1,16
[4*]CC(C)=O,16
[4*]CC(C)CCO,16
[10*]N1Cc2ccccc2C1=O,16
[4*]C(C)CC(C)CC,16
[16*]c1c[nH]ccc1=O,16
[16*]c1ccc2nc[nH]c2c1,16
[16*]c1ccn(C)c1,16
[1*]C(=O)CCCC=O,16
[16*]c1c(N)[nH]c(=O)[nH]c1=O,16
[9*]n1cc([SH](=O)=O)cn1,16
[12*]S(=O)(=O)c1ccco1,16
[9*]n1cnc([SH](=O)=O)c1,16
[16*]c1cccn(C)c1=O,16
[15*]C1CCOC2(CCSCC2)C1,16
[14*]c1cc(C)c([N+](=O)[O-])cn1,16
[1*]C(=O)C1=C(C)NC2=C(C1)C(=O)CCC2,16
[15*]C1C(C=O)=C(C)NC2=C1C(=O)CCC2,16
[14*]c1n[nH]c2c1CCCC2,16
[5*]N1CCC([NH3+])C(C)C1,16
[10*]N1C(=O)NC2(CCCC2)C1=O,16
[6*]C(=O)NO,16
[16*]c1ccc2scnc2c1,16
[1*]C(=O)C1=NNC(=O)CC1,16
[10*]N1N=C(C=O)CCC1=O,16
[16*]c1cc(Cl)ccc1O,15
[14*]c1nc2ncccn2n1,15
[5*]N1CC[NH2+]C(C)C1,15
[14*]c1cc2ccccc2n1C,15
[16*]c1ccnc(C)c1,15
[4*]CC(C)(C)S(C)(=O)=O,15
[14*]c1cccc(C)[nH+]1,15
[14*]c1nc2c([nH]1)c(=O)[nH]c(=O)n2C,15
[9*]n1cnc2c1c(=O)[nH]c(=O)n2C,15
[16*]c1ccnc2onc(C)c12,15
[14*]c1ccc2c(C)noc2n1,15
[14*]c1ncccc1N,15
[14*]c1ncnc2[nH]cnc12,15
[15*]C1CCCC1=O,15
[16*]c1cccc(S(N)(=O)=O)c1,15
[5*]N1CC2CC=CCC2C1,15
[16*]c1ccc(C)cc1O,15
[12*]S(=O)(=O)c1ccc2c(c1)CCCC2,15
[14*]c1cc(C#N)cn1C,15
[4*]CC(C)[NH3+],15
[15*]C1(N)CCCC1,15
[10*]N1C(=O)CC([O-])=NC1=S,15
[14*]c1ccc(Cl)nn1,15
[16*]c1cn[nH]c1N,15
[14*]c1[nH]ncc1C,15
[10*]N1CCCCCC1=O,15
[12*]S(=O)(=O)C1CC1,15
[14*]c1ccnc2ncnn12,15
[14*]c1oc(C)nc1C,15
[16*]c1c[nH]c2nccc(Cl)c12,15
[16*]c1csc(Br)c1,15
[15*]C1CC[NH+]2CCCCC12,15
[16*]c1c[nH]c2ncccc12,15
[16*]c1coc2ccccc2c1=O,15
[14*]c1ccc([SH](=O)=O)o1,15
[14*]c1c[nH]c[nH+]1,15
[5*]N1CCC2(CC1)OCCO2,15
[4*]CC1=C(C=O)CNC(=O)N1,15
[14*]c1cccn[nH+]1,15
[10*]N1C(=O)CC([O-])=NC1=O,15
[16*]c1cc([N+](=O)[O-])ccc1Cl,15
[16*]c1ccc(=O)n(C)c1,15
[5*]N1CC2C[NH+]3CCCCC3C2C1,15
[14*]c1nonc1C,15
[14*]c1cc2c(C)n[nH]c2s1,15
[9*]n1nc(C)c2ccsc21,15
[5*]N1CCCC(C)CC1,15
[15*]C1(C)Cc2ccccc2C1,15
[15*]C1([NH3+])CCC1,15
[8*]CC(=C)C,15
[16*]c1cc(F)ccc1O,15
[14*]c1nc2sc3c(c2c(=O)[nH]1)CCCC3,15
[13*]C1NCCCC1C,15
[16*]c1cc(Cl)c2c(c1)OCCO2,15
[14*]c1nc2ccc(C)cc2[nH]1,15
[5*]NS(N)(=O)=O,15
[16*]c1cc(C#N)ccc1F,15
[8*]C(C)CCO,15
[15*]C1CSCC(C)(C)C1,15
[14*]c1cncn1C,15
[13*]C1CO1,15
[12*]S(=O)(=O)c1c(C)cc(C)cc1C,14
[8*]CCC[NH3+],14
[16*]c1ccc2c(c1)NC(=O)C(C)O2,14
[15*]C1C(C)C1(C)C,14
[7*]=CC1CC1(C)C,14
[5*]N1CCC([NH3+])C1,14
[14*]c1nc(C)sc1C,14
[15*]C1CC(=O)NC(=O)C1,14
[8*]CCC(C)C=O,14
[4*]C(C)CS(=O)(=O)CC,14
[4*]CCC[NH3+],14
[4*]CC(C)S(C)=O,14
[15*]C1CCC(C)CC1C,14
[14*]c1ncncc1C,14
[9*]n1ncc2c1CCC2,14
[4*]C1(C)CCS(=O)(=O)C1,14
[5*]N1CCSC(C)(C)C1,14
[16*]c1ccc(O)c(Cl)c1,14
[16*]c1cccc(F)c1C#N,14
[16*]c1ccc2c(c1)NC(=O)CN2,14
[8*]CS(=O)CC,14
[5*]N1CCN2C(=O)NCC2C1,14
[14*]c1ncc2c(n1)CCNC2,14
[14*]c1nn2c(=O)ccnc2s1,14
[16*]c1ccc([N+](=O)[O-])cc1C#N,14
[10*]N1C(=O)NC2CS(=O)(=O)CC21,14
[5*]N1CCC2=c3ccccc3=[NH+]C2C1,14
[13*]C1NCCC2=c3ccccc3=[NH+]C21,14
[15*]C1CCS(=O)(=O)CC1,14
[14*]c1n[nH]c2c1CNCC2,14
[13*]C1Cc2[nH+]c[nH]c2CN1,14
[15*]C1CCC12CCCCC2,14
[16*]c1cc(F)c(F)c(F)c1,14
[15*]C1(C)CCNCC1,14
[16*]c1ccc(C)cc1N,14
[5*]N1CC(C)c2ccccc21,14
[15*]C1CCCC(C)(C)C1,14
[12*]S(=O)(=O)c1cnn(C)c1,14
[9*]n1c(=O)[nH]c2ccsc2c1=O,14
[4*]C(C)(C(=O)[O-])C(F)(F)F,14
[13*]C1(C)C[NH+]=C(N)N1,14
[12*]S(=O)(=O)C=Cc1ccccc1,14
[8*]C(C)N,14
[15*]C1CC2CCC1(C)C2(C)C,14
[4*]CCCC=C,14
[13*]C1CSCCN1,14
[12*]S(=O)(=O)c1ccccc1Br,14
[15*]C1CC(=O)NC2=C1C(=O)CCC2,14
[16*]c1ccnc2[nH]ncc12,14
[14*]c1ccc2cn[nH]c2n1,14
[16*]c1cnn2cccnc12,14
[8*]C(O)CCC,14
[14*]c1n[nH]c(=S)n1C,14
[9*]n1ccc(=O)[nH]c1=O,14
[14*]c1ncnc2sc3c(c12)CCCC3,14
[15*]C1CC1(C)C,14
[16*]c1cccc2cn[nH]c12,14
[15*]C1C[NH2+]C(C)C1,14
[14*]c1ccc2nnnn2n1,14
[7*]=C(C)c1ccccc1,14
[14*]c1ccc[nH+]n1,14
[16*]c1cnc2c(c1)c(C)nn2C,14
[5*]N1CC2CCCCC2C1,14
[16*]c1c[nH]c2ccccc2c1=O,14
[9*]n1nc(C)c2cccnc21,14
[14*]c1ccc2c(C)n[nH]c2n1,14
[16*]c1ccc2[nH]c(C)nc2c1,14
[8*]CC[SH](=O)=O,14
[14*]c1nnc(N)s1,14
[14*]c1nnc(C)n1C,14
[15*]C1CCc2[nH]ncc2C1,14
[14*]c1nc2c(s1)CCC2,14
[12*]S(=O)(=O)c1ccc([SH](=O)=O)cc1,14
[13*]C1Cc2ccccc2N1,14
[16*]c1ccc2oc(C)nc2c1,14
[16*]c1csc2c1CCC2,14
[14*]c1cc(C)nc2ncnn12,14
[9*]n1ccc2nc3cc[nH]c(=O)c3cc2c1=O,14
[14*]c1ccc(=O)n(C)n1,14
[15*]C1CSCCC1(C)C,14
[4*]CCC(C)(C)C,14
[5*][NH+]1CCCC(O)C1,14
[16*]c1ccc2c(c1)ncn2C,14
[14*]c1cc(Cl)cs1,13
[16*]c1cccc(F)c1Cl,13
[5*]N1CCC([SH](=O)=O)C1,13
[12*]S(=O)(=O)C1CCNC1,13
[12*]S(=O)(=O)CC(C)CCl,13
[15*]C1CCCC1S(C)(=O)=O,13
[4*]C(C)CCC(C)C,13
[8*]C(C#N)C(C)=O,13
[9*]n1cnc(C)c1C,13
[13*]C1C=c2ccccc2=[NH+]1,13
[14*]c1ncc(C)cn1,13
[14*]c1sc2nc[nH]c(=O)c2c1C,13
[16*]c1ccc2c(c1)CC(=O)N2,13
[8*]C(C#N)C(=O)CC,13
[9*]n1cnccc1=O,13
[15*]C1CCCCNC1,13
[5*]N1C(C)COCC1C,13
[14*]c1cc(=O)cco1,13
[16*]c1ccc(F)c(C#N)c1,13
[5*]NC(=S)NNC(C)=O,13
[16*]c1c(O)cccc1O,13
[10*]N1C(=O)NC2(CCCCC2C)C1=O,13
[14*]c1cc2c(s1)CCC(C)C2,13
[15*]C1CCC(=O)N(C)C1,13
[6*]C(=O)N=c1[nH]c2ccccc2s1,13
[9*]n1c(=NC=O)sc2ccccc21,13
[14*]c1cc([SH](=O)=O)cn1C,13
[12*]S(=O)(=O)c1ccc(Br)cc1,13
[14*]c1nc(Br)cs1,13
[16*]c1ccc(Br)cc1N,13
[12*]S(=O)(=O)c1ccsc1,13
[16*]c1ccncc1F,13
[4*]C(C)C(C)C(=O)[O-],13
[14*]c1ccc([SH](=O)=O)cn1,13
[8*]C(C)CCC,13
[14*]c1[nH]ncc1Cl,13
[5*]N1C(N)=[NH+]CC1C,13
[13*]C1Cc2ccccc2C(=O)O1,13
[4*]C(C=O)C(C)CC,13
[1*]C(=O)CCS(C)(=O)=O,13
[4*]C(C#N)C(C)C,13
[16*]c1ccc(Br)nc1,13
[15*]C1(O)CCNC1,13
[7*]=Cc1ccc[nH]1,13
[9*]n1cccc1C,13
[4*]CC(O)CC,13
[16*]c1ccc(F)c([N+](=O)[O-])c1,13
[7*]=C1NC(=O)NC1=O,13
[12*]S(=O)(=O)CCCC,13
[8*]C(C=O)CC(C)C,13
[4*]C(C)C[NH3+],13
[7*]=Cc1ccccc1C,13
[16*]c1ccc(Cl)c(Br)c1,13
[5*]N1CCC2CCC(C1)[NH+]2C,13
[16*]c1cccc(C)c1O,13
[16*]c1ccnc2[nH]nc(C)c12,13
[15*]C1CCNCC1C,13
[9*]n1c(=O)[nH]c(=O)c2ccccc21,13
[16*]c1ccc2c(c1)C([NH3+])CC2,13
[16*]c1cc(Br)ccc1Cl,13
[16*]c1cccc2c1CCCC2,13
[15*]C1(O)CCNCC1,13
[7*]=CC1CC1,13
[13*]C1NC(=O)CS1,13
[16*]c1ccc(C)c(S(C)(=O)=O)c1,13
[13*]C1SC(=O)NC1=O,13
[4*]C(C)(C#N)C(C)C,13
[7*]=Cc1ccccc1Cl,13
[16*]c1ccc([N+](=O)[O-])c(F)c1,13
[9*]n1ncsc1=S,13
[5*]NC#N,13
[12*]S(=O)(=O)c1ccc2c(c1)CC(C)N2,13
[7*]=C1C(=O)NN=C1C,13
[15*]C1CCC[NH2+]CC1,13
[13*]C1COC(C)CN1,13
[15*]C1CCN(C)CC1,12
[15*]C1CCOC1=O,12
[1*]C(=O)C(CC)CC,12
[6*]C(=O)Cl,12
[1*]C(=O)C1CC(=O)Nc2ccccc21,12
[9*]n1cc([N+](=O)[O-])ccc1=O,12
[16*]c1ccccc1C=O,12
[12*]S(=O)(=O)c1ccc(F)cc1F,12
[14*]c1ncc2cnn(C)c2n1,12
[14*]c1n[nH]cc1[O-],12
[9*]n1cc([O-])cn1,12
[16*]c1cc(C)ccc1Cl,12
[8*]CCS(C)(=O)=O,12
[4*]C(C)C(F)(F)F,12
[9*]n1ncoc1=O,12
[14*]c1n[nH]c(=O)o1,12
[6*]C(=O)NN1C(=O)CSC1=S,12
[7*]=C1SC(=S)N(NC=O)C1=O,12
[10*]N1CCCC(O)C1=O,12
[15*]C1(O)CCCNC1=O,12
[16*]c1coccc1=O,12
[14*]c1nc2nccc(C)n2n1,12
[14*]c1ccc(C)[nH]1,12
[13*]C1NC(=O)CNC1=O,12
[10*]N1CCCOC1=O,12
[4*]CCCCCC,12
[4*]C(CO)CC(C)(C)C,12
[16*]c1cc(F)ccc1Cl,12
[5*]NC(=S)N1CCCCC1,12
[9*]n1cnc2sc3c(c2c1=O)CCCC3,12
[13*]C1CSCCCN1,12
[9*]n1c(=O)oc2cccnc21,12
[15*]C1C[NH+]2CCC1CC2,12
[5*]N1CCOCC1C#N,12
[16*]c1ccc2c(c1)CCCO2,12
[14*]c1cn2cccnc2n1,12
[5*]N1CCN(C2=[NH+]CC(C)S2)CC1,12
[12*]S(=O)(=O)c1cn(C)cn1,12
[5*]N1CC[NH2+]CC1C,12
[7*]=C1C(=O)NC(=S)NC1=O,12
[4*]C(C)C(C)C=O,12
[13*]C1CN(C)CCN1,12
[16*]c1ccc2c(c1)Cc1ccccc1-2,12
[14*]c1cc(Cl)ccn1,12
[1*]C(=O)NNC(=O)CC,12
[10*]N1CC(=O)N2CCCC2C1=O,12
[1*]C(=O)NO,12
[13*]C1Oc2ccccc2OC1C,12
[12*]S(=O)(=O)c1ccc(F)c(F)c1,12
[14*]c1n[nH]c(C)cc1=O,12
[9*]n1ncc(=O)cc1C,12
[1*]C(=O)C1SCCc2ccccc21,12
[16*]c1cccc(Cl)c1F,12
[5*]NC1=NCCS1,12
[16*]c1cnc2c(C)cccn2c1=O,12
[5*]N1CCNC2CS(=O)(=O)CC21,12
[9*]n1nc(C)c(Br)c1C,12
[9*]n1c(=S)[nH]c2ccccc2c1=O,12
[13*]C1CSC(=O)N1,12
[16*]c1ccc([SH](=O)=O)cc1C,12
[12*]S(=O)(=O)c1ccoc1C,12
[14*]c1cc([SH](=O)=O)c(C)o1,12
[16*]c1cc(N)ccc1C,12
[14*]c1ncc(Cl)cc1F,12
[16*]c1cc([N+](=O)[O-])ccc1O,12
[14*]c1nc2ccc([N+](=O)[O-])cc2s1,12
[16*]c1cc([N+](=O)[O-])ccc1F,12
[16*]c1cc(C)c(F)c(C)c1,12
[14*]c1nc2c([nH]1)c(=O)n(C)c(=O)n2C,12
[8*]CCC(C)(C)O,12
[16*]c1cc(Cl)sc1Cl,12
[15*]C1CCOC(C)(C)C1,12
[16*]c1cccc(C)c1Cl,12
[4*]C(CO)CO,12
[14*]c1nc2ccc(F)cc2s1,12
[4*]C1(C)Cc2ccccc2C1,12
[5*]N1CCC(F)C1,12
[15*]C1(F)CCNC1,12
[14*]c1nc(C)ns1,12
[15*]C1C(C)CCCC1C,12
[14*]c1cc2c(s1)CCCCC2,12
[4*]CCS(C)=O,12
[16*]c1ccc2c(C)n[nH]c2c1,12
[16*]c1cccc2c1OC(C)(C)C2,12
[14*]c1nc(C)nc2[nH]ccc12,12
[5*]N1c2ccc([SH](=O)=O)cc2CC1C,12
[10*]N1N=C(C)CC1=O,12
[5*]N1Cc2ccccc2N(C)CC1C,11
[5*]N1CCC([NH3+])CC1,11
[1*]C(=O)C(C[NH3+])CC(C)C,11
[9*]n1nc[nH]c1=O,11
[14*]c1nnc2n1CCNC2,11
[1*]C(=O)C1=NN(C)C(=O)CC1,11
[14*]c1cnc2ccccn12,11
[4*]CC1=CCCOC1,11
[12*]S(=O)(=O)c1ccc(C)s1,11
[4*]C(C)(CC)CC,11
[16*]c1cnc2[nH]nc(C)c2c1,11
[14*]c1cccc(Br)n1,11
[14*]c1cc(=O)n(C)c(=O)n1C,11
[14*]c1ncnc(NNC=O)c1N,11
[6*]C(=O)NNc1ncncc1N,11
[9*]n1ncc2ccccc21,11
[16*]c1c[nH]c(=O)[nH]c1=O,11
[16*]c1ccc2[nH]nnc2c1,11
[5*]NC1CCc2cc(Cl)ccc21,11
[1*]C(=O)C(C)CCC,11
[16*]c1cnc(C)nc1,11
[15*]C1(O)CC[NH2+]CC1,11
[1*]C(=O)C([NH3+])(CC)CC,11
[16*]c1cc(Cl)ccc1[N+](=O)[O-],11
[1*]C(=O)C1=C(C)NC(=S)NC1,11
[13*]C1NC(=S)NC(C)=C1C=O,11
[1*]C(=O)C#Cc1ccccc1,11
[16*]c1ccc(Cl)cc1Br,11
[14*]c1cc(=O)n2ncsc2n1,11
[10*]N1C(=O)C2CCCCC2C1=O,11
